Epoch,Accuracy,Precision_micro,Precision_macro,Precision_w,Recall_micro,Recall_macro,Recall_w,F1_micro,F1_macro,F1_w,AUC_macro
1,0.5846975088967972,0.5846975088967972,0.5979168770749687,0.6186250494831168,0.5846975088967972,0.5095741964583764,0.5846975088967972,0.5846975088967972,0.4732859967452073,0.5290470035625485,0.0
2,0.6455516014234876,0.6455516014234876,0.602811565733576,0.6798158060455933,0.6455516014234876,0.6217413744456278,0.6455516014234876,0.6455516014234876,0.5664458392634215,0.6186236252439585,0.0
3,0.7377224199288256,0.7377224199288256,0.7180439188359307,0.7523332477065159,0.7377224199288256,0.7146039981030801,0.7377224199288256,0.7377224199288256,0.7067620231051409,0.7378862858327484,0.0
4,0.7213523131672598,0.7213523131672598,0.7520142006892458,0.7521706650537424,0.7213523131672598,0.6527934695353605,0.7213523131672598,0.7213523131672598,0.6597048757645774,0.7069740229995574,0.0
5,0.7761565836298933,0.7761565836298933,0.7802771289476634,0.7920730641585497,0.7761565836298933,0.7416258173181368,0.7761565836298933,0.7761565836298933,0.7485900850044613,0.7744418731044498,0.0
6,0.7733096085409252,0.7733096085409252,0.7685353027566764,0.8024983156763245,0.7733096085409252,0.7615110384311732,0.7733096085409252,0.7733096085409253,0.7415553291891387,0.763060306590623,0.0
7,0.7871886120996441,0.7871886120996441,0.7742688689338186,0.8103430716526101,0.7871886120996441,0.7793082402094029,0.7871886120996441,0.7871886120996442,0.7610253471055133,0.7836782319258001,0.0
8,0.8145907473309608,0.8145907473309608,0.7969092324893099,0.8178752651208819,0.8145907473309608,0.7981731217578831,0.8145907473309608,0.8145907473309609,0.7957319403952156,0.8141584051187969,0.0
9,0.8256227758007118,0.8256227758007118,0.809075955986363,0.8307661834013765,0.8256227758007118,0.8035494391369544,0.8256227758007118,0.8256227758007118,0.802055009354958,0.8254908139570055,0.0
10,0.8355871886120997,0.8355871886120997,0.8366528437101073,0.8450170118853977,0.8355871886120997,0.8162679094671139,0.8355871886120997,0.8355871886120997,0.8172538122905549,0.8345256041349484,0.0
11,0.7861209964412811,0.7861209964412811,0.8280458788510325,0.8360468412814759,0.7861209964412811,0.7690351340825636,0.7861209964412811,0.7861209964412811,0.7656949418844078,0.7747265243127514,0.0
12,0.8494661921708185,0.8494661921708185,0.8374962197039977,0.8520664450232152,0.8494661921708185,0.8353446876970438,0.8494661921708185,0.8494661921708185,0.8350852861496818,0.8493219481871045,0.0
13,0.8487544483985765,0.8487544483985765,0.8394631436880968,0.8551735995013927,0.8487544483985765,0.8318820306580404,0.8487544483985765,0.8487544483985765,0.8306156207996742,0.8478999958718749,0.0
14,0.8597864768683274,0.8597864768683274,0.849045118172746,0.862502279003155,0.8597864768683274,0.8473571448441399,0.8597864768683274,0.8597864768683275,0.8452677421706254,0.8591675298682221,0.0
15,0.8508896797153025,0.8508896797153025,0.8418098688668194,0.8530363831344161,0.8508896797153025,0.8376293700689356,0.8508896797153025,0.8508896797153026,0.8387018420537197,0.8507782219938456,0.0
16,0.8565836298932384,0.8565836298932384,0.8520905063639471,0.8584586874942279,0.8565836298932384,0.8422696540505599,0.8565836298932384,0.8565836298932384,0.8456421031277197,0.8564790180838057,0.0
17,0.8494661921708185,0.8494661921708185,0.8610280644030409,0.8625079129733707,0.8494661921708185,0.8345468255734474,0.8494661921708185,0.8494661921708185,0.8417033874789184,0.8493154913976962,0.0
18,0.8523131672597865,0.8523131672597865,0.8393818206493999,0.8601371827606725,0.8523131672597865,0.8496786363371431,0.8523131672597865,0.8523131672597865,0.840034732272678,0.851944389693795,0.0
19,0.8373665480427046,0.8373665480427046,0.8771257101253565,0.8739056568895187,0.8373665480427046,0.8160125472242975,0.8373665480427046,0.8373665480427046,0.8299344778663018,0.8378168763480658,0.0
20,0.8743772241992882,0.8743772241992882,0.86206224793194,0.8764160905380077,0.8743772241992882,0.8690318720956727,0.8743772241992882,0.8743772241992882,0.864241268605147,0.8744568544729168,0.0
21,0.8544483985765124,0.8544483985765124,0.8609308575422785,0.8637273903243066,0.8544483985765124,0.836150415017459,0.8544483985765124,0.8544483985765124,0.8429969949757912,0.8547420482198689,0.0
22,0.8498220640569395,0.8498220640569395,0.869180638895166,0.8640785218511656,0.8498220640569395,0.8235517771701982,0.8498220640569395,0.8498220640569395,0.8384617278853999,0.8500311263880949,0.0
23,0.8644128113879004,0.8644128113879004,0.8610136473126162,0.871494912795493,0.8644128113879004,0.8562758806371107,0.8644128113879004,0.8644128113879005,0.853788737312718,0.8631167703932564,0.0
24,0.8512455516014235,0.8512455516014235,0.8577668010197939,0.8637104764252562,0.8512455516014235,0.8277317401590657,0.8512455516014235,0.8512455516014235,0.8340269473295135,0.8511747371097286,0.0
25,0.8533807829181494,0.8533807829181494,0.8699824715781981,0.8806717843668571,0.8533807829181494,0.8412881437208242,0.8533807829181494,0.8533807829181494,0.8428148592043423,0.8567119583966076,0.0
26,0.895017793594306,0.895017793594306,0.8862282758585138,0.8951200582642019,0.895017793594306,0.8847380906017686,0.895017793594306,0.895017793594306,0.8853252004224186,0.8949123102988283,0.0
27,0.8775800711743772,0.8775800711743772,0.8934048312717375,0.8909945214425281,0.8775800711743772,0.8587042891319207,0.8775800711743772,0.8775800711743772,0.8701665742815712,0.8785396395182458,0.0
28,0.8818505338078292,0.8818505338078292,0.878401469899511,0.8835762711200749,0.8818505338078292,0.8685501246509508,0.8818505338078292,0.8818505338078292,0.8724522467601274,0.8817480036604475,0.0
29,0.8850533807829182,0.8850533807829182,0.882173649844432,0.8887700414829023,0.8850533807829182,0.872640374721158,0.8850533807829182,0.8850533807829182,0.8746606163698495,0.8849457658620092,0.0
30,0.8793594306049822,0.8793594306049822,0.8724902108288244,0.8831128703157618,0.8793594306049822,0.8697552549449734,0.8793594306049822,0.8793594306049822,0.8688302315212649,0.8792994689164275,0.0
31,0.8832740213523131,0.8832740213523131,0.8704344077861075,0.8863754323558765,0.8832740213523131,0.8783994539731994,0.8832740213523131,0.8832740213523133,0.872485348737318,0.8834862166076699,0.0
32,0.8843416370106761,0.8843416370106761,0.8832056749743659,0.8894783827921762,0.8843416370106761,0.8755167020352148,0.8843416370106761,0.8843416370106761,0.8771943985105848,0.8844266697628868,0.0
33,0.9099644128113878,0.9099644128113878,0.8993211351782253,0.9101104216513165,0.9099644128113878,0.9035209422870072,0.9099644128113878,0.9099644128113878,0.9010889944148346,0.909793358231476,0.0
34,0.9117437722419929,0.9117437722419929,0.907117565859687,0.9145859718754001,0.9117437722419929,0.9058737621008123,0.9117437722419929,0.9117437722419929,0.9052540095737209,0.9118303939732153,0.0
35,0.90355871886121,0.90355871886121,0.9017025207216958,0.9050093384655926,0.90355871886121,0.8914782496675091,0.90355871886121,0.90355871886121,0.896009607945779,0.9038011413778733,0.0
36,0.9081850533807829,0.9081850533807829,0.9046721651717493,0.9097431920056974,0.9081850533807829,0.8959528677666683,0.9081850533807829,0.9081850533807829,0.8995920126732637,0.9084540025279506,0.0
37,0.9117437722419929,0.9117437722419929,0.9054418173920427,0.9118546055772253,0.9117437722419929,0.9047140678069381,0.9117437722419929,0.9117437722419929,0.9050166151058952,0.911747521039915,0.0
38,0.9074733096085409,0.9074733096085409,0.9067552924524999,0.9092168945411068,0.9074733096085409,0.8997437436084927,0.9074733096085409,0.9074733096085409,0.9026064942095748,0.9076188449318957,0.0
39,0.905693950177936,0.905693950177936,0.8986260690514931,0.9071917359907268,0.905693950177936,0.8979842245677618,0.905693950177936,0.905693950177936,0.8969259687375408,0.905399357620693,0.0
40,0.9131672597864768,0.9131672597864768,0.9101121043337315,0.9135562607199618,0.9131672597864768,0.9047731312954692,0.9131672597864768,0.9131672597864767,0.9072332931098303,0.9131933580031255,0.0
41,0.9103202846975089,0.9103202846975089,0.9140342913686643,0.912380866170175,0.9103202846975089,0.9022016424517955,0.9103202846975089,0.9103202846975089,0.9073296034545821,0.9106468945524129,0.0
42,0.9049822064056939,0.9049822064056939,0.8984063320587696,0.9059225594398228,0.9049822064056939,0.8983575813211676,0.9049822064056939,0.9049822064056939,0.8974201463201819,0.9047814346769669,0.0
43,0.9074733096085409,0.9074733096085409,0.9016695257255479,0.9079005433757807,0.9074733096085409,0.8985948453321464,0.9074733096085409,0.9074733096085409,0.8999197192295839,0.9074996475970816,0.0
44,0.9142348754448398,0.9142348754448398,0.9113006484259196,0.9147588525206891,0.9142348754448398,0.9062547025597821,0.9142348754448398,0.9142348754448398,0.9085138370724316,0.9143072468801668,0.0
45,0.9117437722419929,0.9117437722419929,0.9130739275754151,0.9136875529727392,0.9117437722419929,0.9011733880154933,0.9117437722419929,0.9117437722419929,0.9064143638865807,0.9120833367524084,0.0
46,0.9099644128113878,0.9099644128113878,0.9070294098819214,0.9111539851278864,0.9099644128113878,0.8979517537236326,0.9099644128113878,0.9099644128113878,0.901743230577725,0.9099461291323472,0.0
47,0.9039145907473309,0.9039145907473309,0.8931216091267316,0.9048312132307336,0.9039145907473309,0.895648194879376,0.9039145907473309,0.9039145907473308,0.8937778715504837,0.9039364063471681,0.0
48,0.9117437722419929,0.9117437722419929,0.9074546166368398,0.9126291411699237,0.9117437722419929,0.9033177056012123,0.9117437722419929,0.9117437722419929,0.9049883337829578,0.9119113183889184,0.0
49,0.899288256227758,0.899288256227758,0.8971618497768823,0.9006792134725488,0.899288256227758,0.8890347399948073,0.899288256227758,0.8992882562277579,0.8925157698895703,0.8995855239439132,0.0
50,0.906761565836299,0.906761565836299,0.9015135063038748,0.9078326072875417,0.906761565836299,0.9009314380030414,0.906761565836299,0.906761565836299,0.9005890346959711,0.9067739122917348,0.0
51,0.9170818505338079,0.9170818505338079,0.9112513300426277,0.918159332337777,0.9170818505338079,0.9117735041885899,0.9170818505338079,0.9170818505338079,0.910938020179497,0.9170611682305403,0.0
52,0.9209964412811388,0.9209964412811388,0.9192350929029822,0.921929164322604,0.9209964412811388,0.9105755767590222,0.9209964412811388,0.9209964412811388,0.9144666178201739,0.9211652419754386,0.0
53,0.9156583629893238,0.9156583629893238,0.9096038285538861,0.915804063010538,0.9156583629893238,0.9092291875301362,0.9156583629893238,0.9156583629893239,0.9093231987827168,0.915649851624586,0.0
54,0.9234875444839857,0.9234875444839857,0.9190136909537372,0.9238279607141672,0.9234875444839857,0.9162853950415151,0.9234875444839857,0.9234875444839857,0.9175560525043109,0.9235785555469928,0.0
55,0.908896797153025,0.908896797153025,0.9023356803964603,0.9091932701604291,0.908896797153025,0.9007652422546852,0.908896797153025,0.908896797153025,0.9012911209309682,0.9088213193009029,0.0
56,0.9138790035587189,0.9138790035587189,0.9100253784291741,0.9143369370047316,0.9138790035587189,0.902998428285301,0.9138790035587189,0.9138790035587189,0.9061940775232463,0.9138289308069706,0.0
57,0.9138790035587189,0.9138790035587189,0.9088417924236847,0.9144803816039374,0.9138790035587189,0.9061461628436842,0.9138790035587189,0.9138790035587189,0.9072502500733169,0.9139443436500304,0.0
58,0.9185053380782918,0.9185053380782918,0.911328933937939,0.9190440850171306,0.9185053380782918,0.9104851021581437,0.9185053380782918,0.9185053380782918,0.910646116908155,0.9185705424357528,0.0
59,0.9188612099644128,0.9188612099644128,0.9163583100672035,0.9196477844242806,0.9188612099644128,0.90869354278932,0.9188612099644128,0.9188612099644128,0.9121803707112954,0.9189921702129934,0.0
60,0.9156583629893238,0.9156583629893238,0.9122285776231884,0.9161679250164085,0.9156583629893238,0.9066645869430447,0.9156583629893238,0.9156583629893239,0.9091686039758223,0.9156840819594093,0.0
61,0.9156583629893238,0.9156583629893238,0.9124955376593237,0.9162657352443236,0.9156583629893238,0.9058360919476282,0.9156583629893238,0.9156583629893239,0.9088852609353458,0.9157383180799615,0.0
62,0.9217081850533808,0.9217081850533808,0.9185523687330697,0.9220437282185168,0.9217081850533808,0.9128598948481139,0.9217081850533808,0.9217081850533808,0.9155503536753464,0.9217441496790363,0.0
63,0.9192170818505339,0.9192170818505339,0.9199460674055594,0.9205479058426886,0.9192170818505339,0.9086823493723739,0.9192170818505339,0.919217081850534,0.9137223584411274,0.9194522221135559,0.0
64,0.9227758007117438,0.9227758007117438,0.9209313004294895,0.9238912529637832,0.9227758007117438,0.9134683464740074,0.9227758007117438,0.9227758007117438,0.9167414549813278,0.9229072511261833,0.0
65,0.9213523131672597,0.9213523131672597,0.9168517836891016,0.9215448673132306,0.9213523131672597,0.913557380501995,0.9213523131672597,0.9213523131672597,0.9151152234253419,0.9213649284749844,0.0
66,0.9156583629893238,0.9156583629893238,0.9133041126089207,0.9171477301446795,0.9156583629893238,0.9076543929856353,0.9156583629893238,0.9156583629893239,0.9098981451501977,0.9158060612516946,0.0
67,0.9249110320284698,0.9249110320284698,0.9208268664233177,0.9251634342248634,0.9249110320284698,0.9174412643659889,0.9249110320284698,0.9249110320284698,0.9190350261609539,0.924943624482372,0.0
68,0.9213523131672597,0.9213523131672597,0.915680449302724,0.9216115146821229,0.9213523131672597,0.913126731999131,0.9213523131672597,0.9213523131672597,0.9142794081450876,0.9213825469344618,0.0
69,0.9217081850533808,0.9217081850533808,0.9172782902998922,0.9220411339747429,0.9217081850533808,0.9123342347676803,0.9217081850533808,0.9217081850533808,0.9146604530364619,0.9217603672612262,0.0
70,0.9224199288256227,0.9224199288256227,0.9197119388286737,0.9229439474119586,0.9224199288256227,0.913114280150694,0.9224199288256227,0.9224199288256226,0.9161432715724023,0.9224791316545187,0.0
71,0.9209964412811388,0.9209964412811388,0.917497326245662,0.9214861872103893,0.9209964412811388,0.9114753552750798,0.9209964412811388,0.9209964412811388,0.9142890351582532,0.9210751868514089,0.0
72,0.9220640569395018,0.9220640569395018,0.9162318803130852,0.9222857448144872,0.9220640569395018,0.9136586842370196,0.9220640569395018,0.9220640569395018,0.9148382705640379,0.9220999281023111,0.0
73,0.9220640569395018,0.9220640569395018,0.9172015540903649,0.9222581901434029,0.9220640569395018,0.912640795302209,0.9220640569395018,0.9220640569395018,0.9148093255139109,0.9220730637474353,0.0
74,0.9227758007117438,0.9227758007117438,0.9188994274217731,0.923166061683112,0.9227758007117438,0.9126672223635197,0.9227758007117438,0.9227758007117438,0.9155669121019079,0.9227900555237811,0.0
75,0.9224199288256227,0.9224199288256227,0.9178156258764281,0.9225629932811044,0.9224199288256227,0.9134795398909535,0.9224199288256227,0.9224199288256226,0.9155539859677959,0.9224137023932366,0.0
76,0.9234875444839857,0.9234875444839857,0.9204947073468019,0.9238940755065441,0.9234875444839857,0.9141691603480159,0.9234875444839857,0.9234875444839857,0.9170985096574438,0.9235216668126253,0.0
77,0.9231316725978648,0.9231316725978648,0.917573510699217,0.9231931308291558,0.9231316725978648,0.9149454801114838,0.9231316725978648,0.9231316725978648,0.916207960445073,0.923116658550452,0.0
78,0.9241992882562278,0.9241992882562278,0.9208519096281673,0.9245444960933167,0.9241992882562278,0.9160498862113,0.9241992882562278,0.9241992882562278,0.9182929968001121,0.9242399509089062,0.0
79,0.9245551601423487,0.9245551601423487,0.9213003520205589,0.9249802492782083,0.9245551601423487,0.9156368060743826,0.9245551601423487,0.9245551601423488,0.9182972393082077,0.9246276228118882,0.0
80,0.9227758007117438,0.9227758007117438,0.9198283083520133,0.9233226177908583,0.9227758007117438,0.9131680780969337,0.9227758007117438,0.9227758007117438,0.9162650033462068,0.9228679893922028,0.0
81,0.9245551601423487,0.9245551601423487,0.9212219650592699,0.9249537030355656,0.9245551601423487,0.9150861098306019,0.9245551601423487,0.9245551601423488,0.9179678453149025,0.924601963661334,0.0
82,0.9209964412811388,0.9209964412811388,0.9168258307745502,0.9213477677325204,0.9209964412811388,0.910726406396541,0.9209964412811388,0.9209964412811388,0.91358624558983,0.9210336354363163,0.0
83,0.9238434163701068,0.9238434163701068,0.9193071294090546,0.9240565129426458,0.9238434163701068,0.9151883573892448,0.9238434163701068,0.9238434163701069,0.9171258729630294,0.9238410607311037,0.0
84,0.9238434163701068,0.9238434163701068,0.9199032642101874,0.9240723941702728,0.9238434163701068,0.9149379295225379,0.9238434163701068,0.9238434163701069,0.9172991959839071,0.9238573911904313,0.0
85,0.9231316725978648,0.9231316725978648,0.9183648328487015,0.923270637192174,0.9231316725978648,0.913679812639421,0.9231316725978648,0.9231316725978648,0.9159125317820255,0.9231180845662532,0.0
86,0.9227758007117438,0.9227758007117438,0.918835403859662,0.9231045004287035,0.9227758007117438,0.9133620586879461,0.9227758007117438,0.9227758007117438,0.9159479997552104,0.9228210128429852,0.0
87,0.9231316725978648,0.9231316725978648,0.9189010771341661,0.9233370578702507,0.9231316725978648,0.9139302405061279,0.9231316725978648,0.9231316725978648,0.9162963312564041,0.9231412732890077,0.0
88,0.9241992882562278,0.9241992882562278,0.9198467453891745,0.9243856236990375,0.9241992882562278,0.9145519056626767,0.9241992882562278,0.9241992882562278,0.9170672750693931,0.9241938917175587,0.0
89,0.9241992882562278,0.9241992882562278,0.9206865406365938,0.9244872348159545,0.9241992882562278,0.9149511430531932,0.9241992882562278,0.9241992882562278,0.9176649918576709,0.9242230293243435,0.0
90,0.9249110320284698,0.9249110320284698,0.9212660803006155,0.9251559273793186,0.9249110320284698,0.9159657534428036,0.9249110320284698,0.9249110320284698,0.918483703534984,0.924927901005504,0.0
91,0.9238434163701068,0.9238434163701068,0.9202746062683422,0.9241107737543072,0.9238434163701068,0.9150936604195479,0.9238434163701068,0.9238434163701069,0.9175539822614929,0.9238723766626339,0.0
92,0.9238434163701068,0.9238434163701068,0.9206560746658936,0.9242194164993063,0.9238434163701068,0.9150936604195479,0.9238434163701068,0.9238434163701069,0.9177221108837288,0.9239072222840486,0.0
93,0.9231316725978648,0.9231316725978648,0.9196346557029682,0.923481007005602,0.9231316725978648,0.9142077246498912,0.9231316725978648,0.9231316725978648,0.916773549148972,0.9231912821834757,0.0
94,0.9234875444839857,0.9234875444839857,0.9197391339423147,0.9237517601797297,0.9234875444839857,0.9144984223243098,0.9234875444839857,0.9234875444839857,0.9169795680516707,0.9235123637271255,0.0
95,0.9238434163701068,0.9238434163701068,0.9205784217756159,0.9242469863781033,0.9238434163701068,0.9147891199987284,0.9238434163701068,0.9238434163701069,0.9175101255312281,0.9239075147676181,0.0
96,0.9241992882562278,0.9241992882562278,0.9208198157150567,0.9245958844880294,0.9241992882562278,0.915079817673147,0.9241992882562278,0.9241992882562278,0.9177781055262932,0.9242560770941669,0.0
97,0.9238434163701068,0.9238434163701068,0.9208009736777711,0.9242596676833547,0.9238434163701068,0.9147891199987284,0.9238434163701068,0.9238434163701069,0.9176191932864461,0.9239096225239873,0.0
98,0.9241992882562278,0.9241992882562278,0.9213694230085772,0.9246394583044777,0.9241992882562278,0.915079817673147,0.9241992882562278,0.9241992882562278,0.9180383747327738,0.9242701665259349,0.0
99,0.9231316725978648,0.9231316725978648,0.9197899391406346,0.92354192452092,0.9231316725978648,0.9138919908121255,0.9231316725978648,0.9231316725978648,0.9166781352624206,0.9232091600013447,0.0
100,0.9238434163701068,0.9238434163701068,0.9206810558513174,0.9242819693578564,0.9238434163701068,0.9147508703047259,0.9238434163701068,0.9238434163701069,0.9175432295005173,0.92392302024111,0.0
