epoch,train_loss,val_loss,learning_rate,accuracy,macro_f1,weighted_f1,micro_f1
1,1.3718474832258747,1.2007440733192132,0.001,0.5922221887519956,0.5138519363860942,0.5798633847032645,0.5922221887519956,0.5922221887519956
2,1.102911051208815,0.7661187625773058,0.0009997532801828658,0.7275958670964243,0.6378515708922521,0.7216830801795078,0.7275958670964243,0.7275958670964243
3,1.0144099565174816,0.8092153634451045,0.0009990133642141358,0.7225954152483658,0.655946941972623,0.7204602658384437,0.7225954152483658,0.7225954152483658
4,0.9428692047350081,0.6824709875424138,0.00099778098230154,0.7612133626532518,0.6851344483336536,0.756719603771305,0.7612133626532518,0.7612133626532518
5,0.887854972008495,0.9151757562484037,0.000996057350657239,0.7006054763984697,0.6376797889582607,0.7027555399582234,0.7006054763984697,0.7006054763984697
6,0.8299855486655462,1.0386636274731453,0.0009938441702975688,0.6602102599632497,0.5893889496247181,0.6469649919964185,0.6602102599632497,0.6602102599632497
7,0.780358155973032,0.554329098116638,0.0009911436253643444,0.8057354580233154,0.7429839561601987,0.8009545695787557,0.8057354580233154,0.8057354580233154
8,0.724157802248933,0.5009540618534285,0.0009879583809693736,0.827122932795132,0.7793990817638973,0.8257835459398107,0.827122932795132,0.827122932795132
9,0.7071309082994763,0.40918322895888726,0.0009842915805643154,0.8563725637858842,0.8130950260647528,0.8551898174269706,0.8563725637858842,0.8563725637858842
10,0.6732740032919542,0.48568890826021344,0.0009801468428384714,0.8381781486278881,0.760986457006151,0.8379241186513473,0.8381781486278881,0.8381781486278881
11,0.6402094529549679,0.729028707610364,0.0009755282581475767,0.7602795433322288,0.6652500731467526,0.7513141650664092,0.7602795433322288,0.7602795433322288
12,0.6216190063662076,0.4188667943993868,0.0009704403844771127,0.8551977588336296,0.7947187659736562,0.853508913297592,0.8551977588336296,0.8551977588336296
13,0.6137885264398355,0.44996956823087403,0.0009648882429441257,0.849263487664548,0.8162254434964696,0.8499774071144729,0.849263487664548,0.849263487664548
14,0.5806319327052245,0.34974738014395396,0.0009588773128419905,0.8813145766183691,0.8438721959441334,0.8806169079474834,0.8813145766183691,0.8813145766183691
15,0.5715671765398951,0.4963265696710092,0.0009524135262330098,0.8357080459077627,0.8072786611082474,0.8365843928875786,0.8357080459077627,0.8357080459077627
16,0.5554567347957404,0.38480684211190413,0.0009455032620941839,0.8688134469982227,0.8411805950166089,0.8679513302620504,0.8688134469982227,0.8688134469982227
17,0.5365005015595229,0.4163606913221828,0.0009381533400219318,0.8581498328162184,0.8258285968508535,0.8579206061084356,0.8581498328162184,0.8581498328162184
18,0.5300429729918523,0.31884050588042284,0.0009303710135019719,0.8919480675964696,0.8563163746256072,0.8905165929902106,0.8919480675964696,0.8919480675964696
19,0.5066970689387531,0.6042032128723823,0.0009221639627510076,0.8165496882248396,0.7787748945479874,0.8131810782826707,0.8165496882248396,0.8165496882248396
20,0.5163081684908235,0.3793430135785648,0.000913540287137281,0.8729102027291623,0.8418914382151704,0.8745009350197486,0.8729102027291623,0.8729102027291623
21,0.5042197630097225,0.3413512047356531,0.0009045084971874739,0.8846883754556134,0.8503471205535053,0.8830479588095996,0.8846883754556134,0.8846883754556134
22,0.5016062556131824,0.4314548782359032,0.0008950775061878453,0.8600475946621683,0.8285545040072395,0.8603081370714654,0.8600475946621683,0.8600475946621683
23,0.48623587220989134,0.2822929319011902,0.0008852566213878948,0.9073109015874928,0.8841869917207309,0.9071351507011395,0.9073109015874928,0.9073109015874928
24,0.4724101603248866,0.2910970289182831,0.0008750555348152299,0.904388950808808,0.8736963620727812,0.9039500503873086,0.904388950808808,0.904388950808808
25,0.4689106419889549,0.3324118524481885,0.0008644843137107058,0.8923697924511251,0.8672428889755425,0.893079453480713,0.8923697924511251,0.8923697924511251
26,0.45663142146120933,0.28698883181525436,0.0008535533905932738,0.9096605114920023,0.8839757134164725,0.9087701514432608,0.9096605114920023,0.9096605114920023
27,0.45440772485864556,0.3712343058428262,0.0008422735529643445,0.8863451516703317,0.853086545786739,0.8837962462294815,0.8863451516703317,0.8863451516703317
28,0.4486226540225077,0.2927341011413182,0.000830655932661826,0.9068289303250294,0.886425743222595,0.9072873966566493,0.9068289303250294,0.9068289303250294
29,0.45554864412279467,0.3539983002991261,0.000818711994874345,0.8901105521583276,0.8609627480252988,0.8887219948638941,0.8901105521583276,0.8901105521583276
30,0.4358453430056675,0.4128386353519583,0.0008064535268264884,0.8727294635057384,0.8441166634561738,0.871558845857594,0.8727294635057384,0.8727294635057384
31,0.43352942720145915,0.29490078402159137,0.0007938926261462368,0.9111064252793927,0.8871727295146742,0.910798476869264,0.9111064252793927,0.9111064252793927
32,0.4334476725161962,0.3471100334908821,0.0007810416889260655,0.8957737144922734,0.8719891059277282,0.8942936559294485,0.8957737144922734,0.8957737144922734
33,0.4156816686843651,0.2996646118536805,0.0007679133974894984,0.9069795463445492,0.8818113648579069,0.9065977850314078,0.9069795463445492,0.9069795463445492
34,0.41423431491878293,0.3622968011548132,0.0007545207078751858,0.8908335090520227,0.8631859738660123,0.8909487841944633,0.8908335090520227,0.8908335090520227
35,0.41044326208305454,0.3451658617142335,0.0007408768370508578,0.8978522155616472,0.8751950670207923,0.8984431410445691,0.8978522155616472,0.8978522155616472
36,0.39168245243825645,0.3063867713154183,0.0007269952498697736,0.9049612916829834,0.8780849544782053,0.9057939394882417,0.9049612916829834,0.9049612916829834
37,0.4014094686580112,0.37220251099804486,0.0007128896457825365,0.8981835708045908,0.8722549648320777,0.8970923290262822,0.8981835708045908,0.8981835708045908
38,0.3877403412064044,0.33816426855017057,0.0006985739453173904,0.9084857065397476,0.8808145587560929,0.9082638003348016,0.9084857065397476,0.9084857065397476
39,0.38402816629884595,0.3419709396931652,0.0006840622763423392,0.9013465072145074,0.8739305651192578,0.9017323109612374,0.9013465072145074,0.9013465072145074
40,0.3794273179343023,0.35315981833765003,0.0006693689601226459,0.9027020513901859,0.8757201330575709,0.901686020347904,0.9027020513901859,0.9027020513901859
41,0.37744780015734825,0.33237350812615496,0.0006545084971874739,0.9102027291622737,0.8906356543239394,0.9099737907919024,0.9102027291622737,0.9102027291622737
42,0.3769680412746476,0.3341952461762669,0.0006394955530196148,0.9042684579931921,0.8824417840293184,0.9026572558512165,0.9042684579931921,0.9042684579931921
43,0.3805929329426536,0.30692804398490214,0.0006243449435824275,0.913576527999518,0.886039157896569,0.9130948902159222,0.913576527999518,0.913576527999518
44,0.3643423324851547,0.3448825071454964,0.0006090716206982715,0.9050516612946953,0.8804005099963609,0.9052228496481645,0.9050516612946953,0.9050516612946953
45,0.3685719863469645,0.3111096473161771,0.0005936906572928626,0.9167394644094345,0.894680361506856,0.916421917695032,0.9167394644094345,0.9167394644094345
46,0.36861605609748516,0.45738352291281725,0.0005782172325201157,0.8674880260264481,0.8471087096962338,0.8680415806017159,0.8674880260264481,0.8674880260264481
47,0.3632183208094846,0.3209506969858653,0.0005626666167821524,0.9146910865439648,0.8937839953963036,0.9142378307832494,0.9146910865439648,0.9146910865439648
48,0.3599098843617301,0.4572664712011647,0.0005470541566592573,0.8733319275838178,0.8442669258812462,0.8710831611182209,0.8733319275838178,0.8733319275838178
49,0.35471693668334237,0.35057343653222467,0.000531395259764657,0.9066481911016055,0.8824525212140958,0.9061291474188096,0.9066481911016055,0.9066481911016055
50,0.3540669262700141,0.3424603030252544,0.0005157053795390644,0.9130945567370545,0.8890697636878805,0.9125416337284359,0.9130945567370545,0.9130945567370545
51,0.3580366568599896,0.3549806883568562,0.0005000000000000002,0.9087568153748833,0.8883141437766686,0.9081808236440774,0.9087568153748833,0.9087568153748833
52,0.3442254346731169,0.3476121212742747,0.00048429462046093607,0.9111365484832967,0.8875759214202428,0.9112678821137171,0.9111365484832967,0.9111365484832967
53,0.3524623171655601,0.3435034367425343,0.0004686047402353435,0.9129740639214386,0.8907505364290852,0.9131272397962248,0.9129740639214386,0.9129740639214386
54,0.3376657612946381,0.36004260229029567,0.000452945843340743,0.913606651203422,0.8875769645664912,0.9134170100571354,0.913606651203422,0.913606651203422
55,0.33635327045513946,0.33825780941801237,0.00043733338321784806,0.9158357682923156,0.8935650001678024,0.9156946200212669,0.9158357682923156,0.9158357682923156
56,0.3389624804435584,0.3397423515164928,0.0004217827674798847,0.9134560351839022,0.8945414491630567,0.9131437841686395,0.9134560351839022,0.9134560351839022
57,0.33172724915863844,0.3903003208244727,0.00040630934270713783,0.9102629755700816,0.8874012592156538,0.9099050152376037,0.9102629755700816,0.9102629755700816
58,0.34102760149343364,0.34578552951170893,0.000390928379301729,0.9171611892640902,0.8959474035586558,0.9167913482594633,0.9171611892640902,0.9171611892640902
59,0.3547942227482561,0.34470993702955216,0.0003756550564175727,0.9151429346025243,0.8934070211710514,0.9149495874808267,0.9151429346025243,0.9151429346025243
60,0.33770048841710626,0.3982592135565458,0.00036050444698038553,0.9049311684790794,0.8786934449431567,0.9054209245367422,0.9049311684790794,0.9049311684790794
61,0.32398323706436544,0.36366897098609874,0.00034549150281252655,0.9055938789649667,0.8812997134385802,0.9058574014608203,0.9055938789649667,0.9055938789649667
62,0.3251285096814846,0.3693616569123451,0.0003306310398773544,0.9183359942163448,0.8975814273923456,0.9180720707495577,0.9183359942163448,0.9183359942163448
63,0.32573360156874714,0.36650086159130235,0.00031593772365766127,0.9165888483899147,0.892166724139645,0.9161110357888808,0.9165888483899147,0.9165888483899147
64,0.3266720985399327,0.42789208999160444,0.0003014260546826097,0.8899599361388078,0.8698314935233863,0.890814600328873,0.8899599361388078,0.8899599361388078
65,0.3052824296188522,0.35311073901454204,0.0002871103542174637,0.9127933246980149,0.8907166820452477,0.9122853719159209,0.9127933246980149,0.9127933246980149
66,0.3269837879232386,0.3697742464871851,0.0002730047501302267,0.9161068771274513,0.8946133740456709,0.9160448875450332,0.9161068771274513,0.9161068771274513
67,0.32225194013235564,0.36861315489308616,0.00025912316294914234,0.9169503268367624,0.8951136176483123,0.9163723512353433,0.9169503268367624,0.9169503268367624
68,0.3220645161773879,0.35517107295116757,0.0002454792921248144,0.9178540229538814,0.897871673504638,0.9173980995565041,0.9178540229538814,0.9178540229538814
69,0.3096085173186314,0.3557840019558082,0.00023208660251050164,0.9179142693616893,0.8989541605958137,0.9176960659836146,0.9179142693616893,0.9179142693616893
70,0.3109911845642781,0.3544370042821733,0.00021895831107393473,0.9170105732445702,0.8946749014708496,0.9168274990117392,0.9170105732445702,0.9170105732445702
71,0.3146988290521828,0.36418756367281574,0.00020610737385376356,0.9128535711058228,0.8916615982193427,0.9130421168289121,0.9128535711058228,0.9128535711058228
72,0.3021376966351679,0.3856299903803073,0.00019354647317351177,0.9180950085851131,0.8957485447529675,0.9178950365870899,0.9180950085851131,0.9180950085851131
73,0.3146867629479661,0.36595959288153146,0.0001812880051256552,0.9157453986806037,0.8955566309205887,0.9156955888577428,0.9157453986806037,0.9157453986806037
74,0.31346603754727104,0.3635460595413829,0.00016934406733817422,0.9207759737325661,0.8992863320678138,0.9205683778297589,0.9207759737325661,0.9207759737325661
75,0.3231351304844522,0.3491271668336717,0.0001577264470356557,0.9144802241166371,0.8955031162595714,0.9145111812232776,0.9144802241166371,0.9144802241166371
76,0.320262024644366,0.3550648096214173,0.00014644660940672634,0.919089074313944,0.8997617415648312,0.918998129335497,0.919089074313944,0.919089074313944
77,0.29962676166669944,0.3613600027627239,0.0001355156862892944,0.921890532277013,0.9015359245482055,0.9215626904240009,0.921890532277013,0.921890532277013
78,0.31180570449285006,0.3605063383334489,0.0001249444651847703,0.9217097930535891,0.8994209073845704,0.9215102147374906,0.9217097930535891,0.9217097930535891
79,0.29952639298409445,0.3742459675949519,0.00011474337861210548,0.9215893002379734,0.8986840807419472,0.921374888612125,0.9215893002379734,0.9215893002379734
80,0.3121100880452831,0.3761160269707965,0.00010492249381215483,0.9166792180016267,0.8963239967975434,0.9163298094104373,0.9166792180016267,0.9166792180016267
81,0.3084196753207866,0.3498332303382198,9.549150281252637e-05,0.9198120312076392,0.8981975202126241,0.9196137485333745,0.9198120312076392,0.9198120312076392
82,0.29569070402740566,0.3742961992099816,8.645971286271923e-05,0.9224327499472844,0.9011520800276029,0.9220142213147944,0.9224327499472844,0.9224327499472844
83,0.2985165381527591,0.36848594077252644,7.78360372489926e-05,0.9204446184896226,0.9002590638807577,0.9201275656989767,0.9204446184896226,0.9204446184896226
84,0.2960767940794564,0.3639259966934816,6.962898649802815e-05,0.9213784378106455,0.9013576905763839,0.9212078766879847,0.9213784378106455,0.9213784378106455
85,0.29209367840477163,0.36075446801606587,6.184665997806824e-05,0.9202337560622947,0.8993330622795863,0.9199765126465762,0.9202337560622947,0.9202337560622947
86,0.2938861984781522,0.3661094984710109,5.449673790581613e-05,0.919028827906136,0.897571698986427,0.919002804237581,0.919028827906136,0.919028827906136
87,0.30188015435677157,0.37565257551246334,4.758647376699034e-05,0.9225231195589962,0.9017098660235995,0.9223754857701502,0.9225231195589962,0.9225231195589962
88,0.30704486338350795,0.36771503684080387,4.112268715800956e-05,0.923758170919059,0.9019160676666228,0.9235933064987163,0.923758170919059,0.923758170919059
89,0.2919759494994103,0.37775206631675406,3.511175705587434e-05,0.9231858300448835,0.90177165623177,0.9228662406746465,0.9231858300448835,0.9231858300448835
90,0.2998377088320963,0.361111522826567,2.9559615522887284e-05,0.9204144952857186,0.9013112071835266,0.9204104608757767,0.9204144952857186,0.9204144952857186
91,0.3020675394132961,0.37544554779678896,2.447174185242324e-05,0.9221315179082448,0.9007040117654442,0.9217962601242028,0.9221315179082448,0.9221315179082448
92,0.29986518560441794,0.3710463666091565,1.9853157161528526e-05,0.9224327499472844,0.9018512799138346,0.9224106609138483,0.9224327499472844,0.9224327499472844
93,0.3030096448427995,0.37765142992774575,1.570841943568452e-05,0.9229147212097478,0.90090783751053,0.922522026747671,0.9229147212097478,0.9229147212097478
94,0.30075902579043723,0.36503196865049536,1.204161903062634e-05,0.921830285869205,0.9016905316826579,0.9216037715736194,0.921830285869205,0.921830285869205
95,0.2988594752729639,0.3705189666208704,8.85637463565564e-06,0.9229448444136519,0.9024242093807477,0.9227136457398604,0.9229448444136519,0.9229448444136519
96,0.2951571414451431,0.3668247044226055,6.155829702431171e-06,0.9217097930535891,0.9021975589304293,0.9214536795024076,0.9217097930535891,0.9217097930535891
97,0.29743989837216267,0.358593627989241,3.942649342761118e-06,0.9214688074223575,0.9021179118890402,0.9212605384903997,0.9214688074223575,0.9214688074223575
98,0.29950347140486605,0.37869727022460653,2.2190176984600023e-06,0.9243907582010422,0.9032791307990641,0.924083280217306,0.9243907582010422,0.9243907582010422
99,0.28866389882159726,0.35554520334962814,9.866357858642206e-07,0.9211675753833177,0.9005281310883043,0.9211186122659646,0.9211675753833177,0.9211675753833177
100,0.3056330860931444,0.36757193477176553,2.467198171342e-07,0.9239991565502906,0.9026214074286444,0.9237442066783763,0.9239991565502906,0.9239991565502906
